Key,Status,Assignee,Summary,Updated,Due,Priority,RawPath,SummaryPath,AttachmentCount,FormCount,CommentCount,HasNewComments,EscalationReady
HEAL-33369,In Progress,Sean Bingham,SF Report Help: Time to Schedule,2026-05-08T12:25:27.002-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33369.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33369.md,0,1,5,false,
HEAL-33391,In Progress,Sean Bingham,Need access to view all orders in SF,2026-05-11T16:42:42.350-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33391.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33391.md,1,1,4,false,
HEAL-33399,Waiting for support,Sean Bingham,CX Case flow process fail,2026-04-30T19:33:46.487-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33399.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33399.md,1,1,2,true,
HEAL-33418,Escalated to Engineering,Sean Bingham,Unable to send a informed consent,2026-05-12T18:06:54.411-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33418.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33418.md,5,1,5,true,
HEAL-33439,In Progress,Sean Bingham,Getting error when submitting an order to Wellvi through Salesforce,2026-05-12T20:20:10.374-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33439.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33439.md,1,1,2,true,
HEAL-33458,Resolved,Sean Bingham,opportunity ,2026-05-12T19:58:58.047-0400,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33458.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33458.md,0,1,4,true,
HEAL-33468,Resolved,Sean Bingham,Wellvi Submission error,2026-05-18T18:21:35.938-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33468.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33468.md,0,1,2,true,
HEAL-33469,Resolved,Sean Bingham,Wellvi Submission error,2026-05-18T18:20:57.654-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33469.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33469.md,0,1,2,true,
HEAL-33505,In Progress,Sean Bingham,"Is there a way for ""Opportunity Field History"" to capture activity on ""Order Notes"" edits/updates to that field?",2026-05-12T18:09:36.660-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33505.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33505.md,0,1,2,true,
HEAL-33506,Resolved,Sean Bingham,Grant access to assign round robin leads ,2026-05-12T20:14:50.783-0400,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33506.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33506.md,1,1,16,true,
HEAL-33532,Resolved,Sean Bingham,SF - Texting Access in Salesforce,2026-05-11T22:59:13.109-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33532.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33532.md,0,1,4,true,
HEAL-33540,Resolved,Sean Bingham,Wellvi Submission error,2026-05-12T12:54:13.646-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33540.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33540.md,0,1,7,true,
HEAL-33541,Resolved,Danielle Cress,Wellvi Submission error,2026-05-13T14:26:37.647-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33541.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33541.md,0,1,11,true,
HEAL-33564,Canceled,Sean Bingham,Re: HEAL-33418 Unable to send a informed consent,2026-05-12T18:06:54.365-0400,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33564.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33564.md,0,0,2,true,
HEAL-33566,Resolved,Sean Bingham,Pt opted out of texts but wants to opt back,2026-05-13T18:20:07.936-0400,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33566.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33566.md,0,1,4,true,
HEAL-33568,Escalated to Engineering,Sean Bingham,Tracking for Tirzepatide not populating ,2026-05-12T16:59:21.121-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33568.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33568.md,1,1,4,true,
HEAL-33569,In Progress,Sean Bingham,SF - Access to Generate Supplement Order,2026-05-12T13:50:04.931-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33569.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33569.md,2,1,2,true,
HEAL-33562,Waiting for customer,Sean Bingham,Salesforce- Recall opp,2026-05-12T12:21:52.365-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33562.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33562.md,1,1,9,false,
HEAL-33583,In Progress,Sean Bingham,Re: HEAL-33537 Text notices being sent to me,2026-05-13T14:38:03.994-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33583.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33583.md,1,0,10,true,
HEAL-33605,In Progress,Sean Bingham,Amy Stolze  needs access to email and SMS templates in SalesForce,2026-05-14T14:46:42.304-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33605.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33605.md,0,1,2,true,
HEAL-33616,In Progress,Sean Bingham,Salesforce- Lab Order error (J. O'Connell),2026-05-18T12:43:37.495-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33616.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33616.md,2,1,3,true,
HEAL-33618,In Progress,Sean Bingham,CX Case function reporting,2026-05-16T19:30:23.847-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33618.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33618.md,0,1,2,true,
HEAL-33619,In Progress,Sean Bingham,Cx Case Disposition Level Additions/Changes,2026-05-20T10:51:52.315-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33619.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33619.md,0,1,2,true,
HEAL-33623,In Progress,Sean Bingham,Pt unable to complete consent forms. Receives an error message ,2026-05-14T13:28:18.741-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33623.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33623.md,0,1,2,true,
HEAL-33628,Waiting for support,Sean Bingham,"""Send Patient Agreements"" SF feature not opening consents for numerous patients ",2026-05-14T09:25:07.064-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33628.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33628.md,0,1,2,false,
HEAL-33633,Waiting for customer,Sean Bingham,Wellvi Submission error Joshua Brown,2026-05-20T15:33:48.324-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33633.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33633.md,2,1,15,false,
HEAL-33645,Resolved,Sean Bingham,Kershon S needs permissions in SF,2026-05-14T18:24:14.185-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33645.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33645.md,0,1,5,true,
HEAL-33098,In Progress,Sean Bingham,"SMS Magic in lower envs (UAT, QA, DEV) access and licenses",2026-05-15T13:39:45.786-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33098.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33098.md,0,1,3,false,
HEAL-33647,Resolved,Sean Bingham,Shipping Address Mismatch - Shopify vs Salesforce,2026-05-18T16:00:32.296-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33647.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33647.md,0,1,8,true,
HEAL-33659,Escalated,Sean Bingham,Cx Case function Additions,2026-05-19T16:08:32.153-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33659.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33659.md,0,1,3,false,
HEAL-33682,In Progress,Sean Bingham,Orphan PGT Booklets- No order on SF,2026-05-19T11:46:25.032-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33682.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33682.md,0,1,4,false,
HEAL-33744,In Progress,Sean Bingham,Pt agreement not getting sent,2026-05-21T12:28:32.905-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33744.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33744.md,0,1,2,false,
HEAL-33750,Waiting for support,Sean Bingham,Wellvi tracking access in Salesforce for Welness Concierge's,2026-05-20T14:58:38.394-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33750.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33750.md,1,1,1,false,
HEAL-33753,Waiting for support,Sean Bingham,Create workflow for email to send scheduling link for AHB consults,2026-05-24T15:45:50.850-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33753.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33753.md,2,1,7,true,
HEAL-33758,In Progress,Sean Bingham,SF- Multiple Lab Order Errors & Correction Request,2026-05-22T12:50:22.655-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33758.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33758.md,0,1,2,false,
HEAL-33763,In Progress,Sean Bingham,Giving Tier 1 Tech Support more SF access,2026-05-21T14:15:21.107-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33763.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33763.md,0,1,2,false,
HEAL-33765,Resolved,Sean Bingham,Global service members needs access to Main Practitioner field,2026-05-22T14:33:57.890-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33765.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33765.md,1,1,9,false,
HEAL-33773,Escalated to Engineering,Sean Bingham,Why are Shopify POS transactions going to 'Waiting for Approval'?,2026-05-22T10:30:54.328-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33773.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33773.md,0,1,6,true,
HEAL-33802,Resolved,Sean Bingham,add permission,2026-05-27T15:35:16.427-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33802.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33802.md,2,1,3,false,
HEAL-30437,In Progress,Sean Bingham,Automate Shopify Network Order Release Process,2026-05-27T13:49:47.243-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-30437.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-30437.md,0,1,22,false,
SH-27,Selected for Development,Sean Bingham,Critical Comments on Matter,2025-10-31T11:31:19.814-0700,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-27.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-27.md,0,1,0,false,
SH-45,Selected for Development,Sean Bingham,Intake: New Client DICE Queue,2025-09-16T12:17:51.137-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-45.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-45.md,0,1,0,false,
SH-65,Selected for Development,Sean Bingham,Audit Salesforce Matter Object,2026-01-09T16:35:12.826-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-65.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-65.md,0,1,2,true,
SH-86,Selected for Development,Sean Bingham,TopDog Law Onboarding,2026-01-23T08:57:37.377-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-86.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-86.md,1,1,1,true,
SH-94,Selected for Development,Sean Bingham,Error: Too Many Page Assignments,2026-01-15T13:10:42.756-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-94.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-94.md,1,1,0,false,
SH-99,Selected for Development,Sean Bingham,WCB Mail / FAI: EC-88 updated automation,2025-10-31T12:13:26.977-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-99.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-99.md,1,1,0,false,
SH-103,Selected for Development,Sean Bingham,WC: LMA Tracking,2025-10-31T12:13:23.578-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-103.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-103.md,1,1,0,false,
SH-104,Selected for Development,Sean Bingham,Custom Note Component,2026-01-09T16:35:09.278-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-104.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-104.md,0,1,0,false,
SH-106,To Do,Sean Bingham,Clean Up: Case Type Object,2025-11-07T08:17:47.319-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-106.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-106.md,0,1,0,false,
SH-107,Selected for Development,Sean Bingham,Investigate Case Type object permissions,2025-11-07T11:48:37.019-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-107.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-107.md,0,1,0,false,
SH-108,Selected for Development,Sean Bingham,Update Referrals record lookups,2025-11-07T11:48:37.325-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-108.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-108.md,0,1,0,false,
SH-109,Selected for Development,Sean Bingham,Remove duplicate Case Type records,2025-11-07T11:48:37.604-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-109.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-109.md,0,1,0,false,
SH-115,Selected for Development,Sean Bingham,Referral Zapier Failures,2026-01-09T16:36:02.637-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-115.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-115.md,0,1,0,false,
SH-118,To Do,Sean Bingham,Update Participation Fee Automation,2025-11-25T09:32:38.806-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-118.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-118.md,1,1,0,false,
SH-122,Selected for Development,Sean Bingham,Create Staten Island location for TrueReview/Zapier review,2026-01-09T16:35:13.411-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-122.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-122.md,0,1,0,false,
SH-124,Selected for Development,Sean Bingham,"Fix Broken ""Create Internal Link"" Function ",2026-01-15T13:10:36.439-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-124.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-124.md,2,1,0,false,
SH-126,To Do,Sean Bingham,Automated Task to review Hearing results,2026-01-07T08:47:02.943-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-126.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-126.md,0,1,0,false,
SH-130,To Do,Sean Bingham,Stop Intakes for being unclaimed,2026-01-09T16:39:50.036-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-130.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-130.md,0,1,0,false,
SH-138,In Progress,Sean Bingham,Med Chron: Automate Expense,2026-02-13T10:50:17.737-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-138.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-138.md,0,1,0,false,
SH-140,To Do,Sean Bingham,Litify Intake Review Block when we have PI Case,2026-02-05T12:48:25.774-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-140.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-140.md,0,1,0,false,
SH-142,In Progress,Sean Bingham,Labor Law Qualifying Questionairre V1,2026-02-24T12:25:07.632-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-142.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-142.md,1,1,0,false,
SH-145,To Do,Sean Bingham,Salesforce Intake: TEST-Tobias TEST-Funke Intake 5/2026 (Workers Compensation),2026-05-13T12:37:37.371-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-145.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-145.md,0,1,0,false,
SH-146,In Progress,Sean Bingham,Salesforce Intake: Intake 5/2026,2026-05-13T13:49:55.147-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-146.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-146.md,0,1,0,false,
SH-148,In Progress,Sean Bingham,Salesforce Intake: Lindsay6 Funke6 Intake 5/2026 (Workers Compensation),2026-05-13T14:56:52.489-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-148.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-148.md,0,1,1,true,
SH-149,To Do,Sean Bingham,Salesforce Intake: LindsayFunke@BluthFam.com Intake 5/2026,2026-05-13T15:23:05.889-0700,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/SH-149.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/SH-149.md,0,1,0,false,
