Key,Status,Summary,Updated,Due,Priority,RawPath,SummaryPath,AttachmentCount,FormCount,EscalationReady
HEAL-33418,Escalated to Engineering,Unable to send a informed consent,2026-05-12T18:06:54.411-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33418.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33418.md,5,1,
HEAL-33439,In Progress,Getting error when submitting an order to Wellvi through Salesforce,2026-05-12T20:20:10.374-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33439.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33439.md,1,1,
HEAL-33458,Resolved,opportunity ,2026-05-12T19:58:58.047-0400,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33458.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33458.md,0,1,
HEAL-33468,Resolved,Wellvi Submission error,2026-05-18T18:21:35.938-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33468.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33468.md,0,1,
HEAL-33469,Resolved,Wellvi Submission error,2026-05-18T18:20:57.654-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33469.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33469.md,0,1,
HEAL-33505,In Progress,"Is there a way for ""Opportunity Field History"" to capture activity on ""Order Notes"" edits/updates to that field?",2026-05-12T18:09:36.660-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33505.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33505.md,0,1,
HEAL-33506,Resolved,Grant access to assign round robin leads ,2026-05-12T20:14:50.783-0400,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33506.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33506.md,1,1,
HEAL-33532,Waiting for customer,SF - Texting Access in Salesforce,2026-05-11T22:59:13.109-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33532.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33532.md,0,1,
HEAL-33540,Resolved,Wellvi Submission error,2026-05-12T12:54:13.646-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33540.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33540.md,0,1,
HEAL-33541,Resolved,Wellvi Submission error,2026-05-13T14:26:37.647-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33541.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33541.md,0,1,
HEAL-33564,Canceled,Re: HEAL-33418 Unable to send a informed consent,2026-05-12T18:06:54.365-0400,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33564.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33564.md,0,0,
HEAL-33566,Resolved,Pt opted out of texts but wants to opt back,2026-05-13T18:20:07.936-0400,,,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33566.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33566.md,0,1,
HEAL-33568,Escalated to Engineering,Tracking for Tirzepatide not populating ,2026-05-12T16:59:21.121-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33568.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33568.md,1,1,
HEAL-33569,In Progress,SF - Access to Generate Supplement Order,2026-05-12T13:50:04.931-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33569.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33569.md,2,1,
HEAL-33562,Waiting for support,Salesforce- Recall opp,2026-05-12T12:21:52.365-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33562.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33562.md,1,1,
HEAL-33583,In Progress,Re: HEAL-33537 Text notices being sent to me,2026-05-13T14:38:03.994-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33583.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33583.md,1,0,
HEAL-33605,In Progress,Amy Stolze  needs access to email and SMS templates in SalesForce,2026-05-14T14:46:42.304-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33605.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33605.md,0,1,
HEAL-33616,In Progress,Salesforce- Lab Order error (J. O'Connell),2026-05-18T12:43:37.495-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33616.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33616.md,2,1,
HEAL-33618,In Progress,CX Case function reporting,2026-05-16T19:30:23.847-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33618.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33618.md,0,1,
HEAL-33619,Waiting for support,Cx Case Disposition Level Additions/Changes,2026-05-13T13:58:00.190-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33619.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33619.md,0,1,
HEAL-33623,In Progress,Pt unable to complete consent forms. Receives an error message ,2026-05-14T13:28:18.741-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33623.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33623.md,0,1,
HEAL-33628,Waiting for support,"""Send Patient Agreements"" SF feature not opening consents for numerous patients ",2026-05-14T09:25:07.064-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33628.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33628.md,0,1,
HEAL-33633,Waiting for support,Wellvi Submission error Joshua Brown,2026-05-19T11:44:07.344-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33633.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33633.md,2,1,
HEAL-33645,Resolved,Kershon S needs permissions in SF,2026-05-14T18:24:14.185-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33645.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33645.md,0,1,
HEAL-33098,In Progress,"SMS Magic in lower envs (UAT, QA, DEV) access and licenses",2026-05-15T13:39:45.786-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33098.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33098.md,0,1,
HEAL-33647,Resolved,Shipping Address Mismatch - Shopify vs Salesforce,2026-05-18T16:00:32.296-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33647.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33647.md,0,1,
HEAL-33659,Escalated,Cx Case function Additions,2026-05-19T16:08:32.153-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33659.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33659.md,0,1,
HEAL-33682,In Progress,Orphan PGT Booklets- No order on SF,2026-05-19T11:46:25.032-0400,,Medium,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/raw/HEAL-33682.json,C:/Users/sean/Projects/Salesforce/DigitalDreams/CaseOps/outputs/jira/summary/HEAL-33682.md,0,1,
